ASVID	Restore6_1	Restore6_2	Restore6_3	Restore6_4	Restore9_1	Restore9_2	Restore9_3	Restore9_4	Phylum	Abundance
BACasv295	0	0.001927802	0	0	0.001588646	0.001214224	0	0.000922403	Actinobacteria	0.000706634
BACasv296	0	0	0	0	0	0	0.003317289	0.002190707	Proteobacteria	0.0006885
BACasv297	0	0	0	0	0	0	0.002601795	0.000634152	Cyanobacteria	0.000404493
BACasv298	0.002216421	0.000567001	0.000912097	0.00147065	0	0	0.001496032	0.001960106	Chloroflexi	0.001077788
BACasv300	0	0	0	0	0	0.000669062	0	0	Acidobacteria	8.36E-05
BACasv302	0.003152244	0.001398601	0.001539163	0.001218539	0	0	0.000195135	0.002363657	Proteobacteria	0.001233417
BACasv303	0.002659705	0.003553204	0.002394254	0.003151393	0	0	0	0	Acidobacteria	0.00146982
BACasv304	0	0	0.002793296	0	0	0	0	0	Actinobacteria	0.000349162
BACasv305	0	0	0	0	0.001376827	0.000569942	0	0	Actinobacteria	0.000243346
BACasv306	0	0	0	0	0	0.002007186	0	0	Firmicutes	0.000250898
BACasv307	0.00206866	0.001814402	0.000627066	0.000756334	0	0	0.003187199	0	Actinobacteria	0.001056708
BACasv308	0	0	0	0	0	0	0.001886302	0.001153004	Proteobacteria	0.000379913
BACasv309	0	0	0	0	0	0.000892083	0.001691167	0.001325954	Actinobacteria	0.000488651
BACasv310	0.003398513	0.001701002	0.002280242	0.001512669	0	0	0	0.005073216	Proteobacteria	0.001745705
BACasv312	0.004974634	0.003024003	0.001881199	0.003025337	0	0	0.001821257	0.002075406	Actinobacteria	0.00210023
BACasv313	0.002364183	0.001701002	0.001425151	0.00147065	0	0	0	0	Actinobacteria	0.000870123
BACasv314	0.001231345	0.001814402	0	0	0	0	0	0	Acidobacteria	0.000380718
BACasv315	0	0	0.001539163	0.002857263	0	0	0	0	Actinobacteria	0.000549553
BACasv316	0	0	0	0	0.002012286	0.001189444	0.001105763	0	Firmicutes	0.000538437
BACasv317	0	0	0	0	0.000635459	0.000346921	0.00253675	0.001268304	Proteobacteria	0.000598429
BACasv320	0.00349702	0.002381402	0.001368145	0.001722761	0	0	0.001821257	0.000518852	Actinobacteria	0.00141368
BACasv321	0	0.002457002	0	0	0	0	0	0	Chloroflexi	0.000307125
BACasv322	0	0	0.002679284	0	0	0	0	0.001960106	Actinobacteria	0.000579924
BACasv324	0	0	0	0	0.00021182	0.00014868	0	0	Chloroflexi	4.51E-05
BACasv325	0	0	0	0	0	0.000743402	0	0	Actinobacteria	9.29E-05
BACasv326	0.002265675	0.001512002	0	0	0	0	0	0	Bacteroidetes	0.00047221
BACasv327	0.005861203	0.005329805	0.003420363	0.001092483	0	0	0	0	Proteobacteria	0.001962982
BACasv328	0	0	0.002622278	0.001638724	0	0	0.001365943	0	Verrucomicrobia	0.000703368
BACasv329	0	0	0	0	0	0	0	0.002651908	Actinobacteria	0.000331489
BACasv330	0.000443284	0	0.000912097	0	0	0	0	0	Planctomycetes	0.000169423
BACasv331	0.000985076	0.001058401	0.000684073	0	0.000423639	0.000743402	0	0	Chloroflexi	0.000486824
BACasv332	0.002216421	0.000642601	0	0	0	0	0	0	Proteobacteria	0.000357378
BACasv333	0.005368665	0.003666604	0.005073538	0.006428842	0	0	0	0.000749452	Acidobacteria	0.002660888
BACasv334	0.001132838	0.002154602	0.001995211	0.000966427	0	0	0.00026018	0.000403551	Acidobacteria	0.000864101
BACasv335	0.001773137	0.000793801	0.000969103	0.000756334	0	0	0.002146481	0.002594258	Actinobacteria	0.001129139
BACasv337	0.002167167	0	0	0.000378167	0	0	0.001496032	0	Proteobacteria	0.000505171
BACasv338	0.002610452	0.001663202	0.00216623	0	0	0	0	0	Acidobacteria	0.000804986
BACasv339	0.00142836	0.001663202	0.000627066	0.000840371	0	0	0	0	Proteobacteria	0.000569875
BACasv340	0	0.001663202	0	0.001638724	0	0	0	0.001960106	Actinobacteria	0.000657754
BACasv341	0.005713441	0.005216405	0.005529586	0.004832136	0	0	0.00572395	0.005015566	Actinobacteria	0.004003886
BACasv342	0.001083584	0.004044604	0.001710181	0.001218539	0	0	0	0	Acidobacteria	0.001007114
BACasv343	0.001083584	0.002003402	0.001140121	0.003571579	0	0	0	0	Planctomycetes	0.000974836
BACasv345	0.000788061	0	0.001653175	0.001848817	0	0	0	0	Proteobacteria	0.000536257
BACasv346	0	0.001587602	0.001938205	0.001848817	0	0	0	0	Proteobacteria	0.000671828
BACasv347	0	0.000907201	0	0.001092483	0.000582504	0	0.001430987	0.001268304	Proteobacteria	0.000660185
BACasv349	0.001231345	0.002419202	0.001197127	0.000714316	0	0	0	0	Acidobacteria	0.000695249
BACasv350	0.003300005	0.002041202	0.002223236	0.001260557	0	0	0.001300898	0.002709558	Chloroflexi	0.001604432
BACasv351	0	0	0	0	0	0.000545162	0	0	Acidobacteria	6.81E-05
BACasv352	0.003841797	0.003213003	0.001197127	0.003109374	0.000317729	0.000198241	0.006504488	0.006283869	Chloroflexi	0.003083204
BACasv353	0.002561198	0.003061803	0.001140121	0.002269003	0	0	0	0	Acidobacteria	0.001129016
BACasv354	0.00142836	0.001247401	0.001482157	0.00176478	0	0	0.001886302	0.002363657	Proteobacteria	0.001271582
BACasv355	0.00142836	0.001247401	0.000684073	0.001638724	0	0.000272581	0.002731885	0.002075406	Proteobacteria	0.001259804
BACasv356	0	0	0	0	0	0	0.001365943	0.001210654	Actinobacteria	0.000322075
BACasv357	0	0	0	0	0	0	0.002081436	0.002421308	Actinobacteria	0.000562843
BACasv359	0	0	0	0	0	0	0.000845583	0	Chloroflexi	0.000105698
BACasv360	0.002019406	0.001474201	0	0.000378167	0	0	0	0	Acidobacteria	0.000483972
BACasv361	0.002807467	0.001209601	0	0	0	0	0.000845583	0	Actinobacteria	0.000607831
BACasv362	0.003989558	0.002570403	0.001653175	0.001344594	0	0	0	0.002767209	Proteobacteria	0.001540617
BACasv363	0	0	0	0	0	0	0.001300898	0.00322841	Chloroflexi	0.000566164
BACasv364	0.002413436	0.001512002	0.000627066	0.00058826	0	0	0	0.000634152	Chloroflexi	0.000721865
BACasv365	0	0.000604801	0	0	0	0	0.000780539	0.001614205	Proteobacteria	0.000374943
BACasv366	0.000541792	0	0	0	0	0.000371701	0	0	Proteobacteria	0.000114187
BACasv368	0.001920898	0.001776602	0.001653175	0	0	0	0	0	Proteobacteria	0.000668834
BACasv369	0.000738807	0.001474201	0	0.00029413	0	0	0.002341616	0.001614205	Actinobacteria	0.00080787
BACasv370	0.001280599	0	0.001482157	0.001638724	0	0	0.001561077	0.001210654	Proteobacteria	0.000896651
BACasv371	0.000591046	0	0.000684073	0.001638724	0	0	0	0	Latescibacteria	0.00036423
BACasv372	0	0	0	0	0	0.000966423	0	0	Actinobacteria	0.000120803
BACasv373	0	0	0	0	0	0.000966423	0	0	Bacteroidetes	0.000120803
BACasv374	0	0	0	0	0.000529549	0.000718622	0	0	Proteobacteria	0.000156021
BACasv375	0.001871645	0.001096201	0.000855091	0.000504223	0	0	0	0	Proteobacteria	0.000540895
BACasv376	0.001822391	0.002570403	0.004047429	0.00205891	0	0	0	0	Acidobacteria	0.001312392
BACasv377	0.001379107	0.003137403	0	0.000840371	0	0	0	0	Acidobacteria	0.00066961
BACasv378	0.001083584	0.001134001	0.00273629	0.001932854	0	0	0	0.000518852	Latescibacteria	0.000925698
BACasv379	0	0	0	0	0	0.000941643	0	0	Actinobacteria	0.000117705
BACasv380	0.000492538	0.000378	0.000969103	0.000714316	0	0	0.002471705	0	Chloroflexi	0.000628208
BACasv381	0	0	0	0	0	0	0.002471705	0	Proteobacteria	0.000308963
BACasv382	0	0	0	0	0	0	0.002471705	0	Firmicutes	0.000308963
BACasv383	0.002955228	0.001890002	0.001710181	0.001008446	0	0	0.001235853	0.001960106	Actinobacteria	0.001344977
BACasv384	0	0.000378	0	0	0	0	0	0.002190707	Acidobacteria	0.000321088
BACasv385	0.000886568	0	0	0	0	0	0.001300898	0.002190707	Proteobacteria	0.000547272
BACasv386	0	0.000189	0	0.000252111	0	0	0	0.002190707	Actinobacteria	0.000328977
BACasv387	0.001083584	0.000793801	0	0.000546241	0	0	0	0.001671855	Bacteroidetes	0.000511935
BACasv389	0	0	0	0	0.000264774	0.001214224	0	0	Proteobacteria	0.000184875
BACasv390	0.001822391	0.0004158	0.001083115	0.000672297	0	0	0	0.001729505	Actinobacteria	0.000715389
BACasv391	0.002610452	0.002041202	0.003477369	0.003277449	0	0	0	0	Proteobacteria	0.001425809
BACasv392	0.001674629	0.001587602	0.001938205	0.003361486	0	0	0	0.000518852	Acidobacteria	0.001135097
BACasv393	0.001773137	0.001096201	0.001596169	0.001554687	0	0	0	0.000634152	Proteobacteria	0.000831793
BACasv394	0	0	0	0	0	0	0.002406661	0	Cyanobacteria	0.000300833
BACasv395	0	0	0	0.000798353	0	0	0	0.002133057	Actinobacteria	0.000366426
BACasv396	0	0	0	0	0	0	0	0.002133057	Actinobacteria	0.000266632
BACasv398	0	0	0	0	0	0.000495602	0	0	Proteobacteria	6.20E-05
BACasv400	0.001773137	0.000831601	0	0.000672297	0	0	0	0	Proteobacteria	0.000409629
BACasv401	0.001280599	0.001360801	0	0	0	0	0	0	Proteobacteria	0.000330175
BACasv402	0.001132838	0.001360801	0.001026109	0.000756334	0	0	0	0.001153004	Chloroflexi	0.000678636
BACasv403	0.001920898	0.002835003	0.003249344	0.001596706	0.000264774	0	0.00266684	0.002651908	Chloroflexi	0.001898184
BACasv404	0.000443284	0.003628804	0.002565272	0.002184966	0	0.000247801	0	0	Verrucomicrobia	0.001133766
BACasv405	0	0	0	0	0	0	0.002341616	0	Cyanobacteria	0.000292702
BACasv406	0	0.000567001	0.000969103	0.000630279	0	0	0.000910628	0.001268304	Chloroflexi	0.000543164
BACasv407	0	0.001096201	0.001254133	0.000672297	0	0	0.001951346	0.003459011	Actinobacteria	0.001054124
BACasv408	0.00142836	0	0	0.000798353	0	0.000396481	0	0.002075406	Proteobacteria	0.000587325
BACasv410	0	0.0003024	0	0	0	0	0	0	Chloroflexi	0.0000378
BACasv411	0	0	0	0	0	0.000396481	0	0	Acidobacteria	4.96E-05
BACasv412	0	0	0	0	0	0.000247801	0	0	Cyanobacteria	3.10E-05
BACasv413	0	0	0	0	0.000317729	0.000446041	0	0	Dependentiae	9.55E-05
BACasv414	0.000640299	0.001323001	0.000969103	0.000546241	0	0	0	0	Actinobacteria	0.000434831
BACasv416	0.001674629	0.001058401	0.001995211	0.002311021	0	0	0	0.001614205	Proteobacteria	0.001081683
BACasv417	0.000738807	0	0.001995211	0.001386613	0	0	0	0	Actinobacteria	0.000515079
BACasv418	0.001625376	0.000945001	0.000741079	0.00147065	0	0	0	0	Nitrospirae	0.000597763
BACasv419	0	0.001171801	0	0.00147065	0	0	0	0	Verrucomicrobia	0.000330306
BACasv420	0	0.0004536	0.001026109	0.001260557	0	0	0.002276571	0.001210654	Actinobacteria	0.000778436
BACasv421	0	0	0	0	0.000317729	0	0.000975673	0.001153004	Actinobacteria	0.000305801
BACasv422	0.000295523	0	0.00028503	0.001302576	0	0	0.001496032	0.002017756	Chloroflexi	0.000674615
BACasv424	0	0	0	0.000756334	0	0	0	0.002017756	Proteobacteria	0.000346761
BACasv426	0	0	0	0	0.000688413	0	0	0	Chloroflexi	8.61E-05
BACasv427	0	0.001285201	0	0	0	0	0	0	Acidobacteria	0.00016065
BACasv428	0	0	0	0	0	0.000842523	0	0	Actinobacteria	0.000105315
BACasv429	0	0	0.000171018	0	0	0.000198241	0	0	Proteobacteria	4.62E-05
BACasv430	0	0	0	0	0	0.000594722	0	0	Chloroflexi	7.43E-05
BACasv432	0.001625376	0.001096201	0	0.000504223	0	0	0.000780539	0	Bacteroidetes	0.000500792
BACasv433	0	0	0.001425151	0.001386613	0	0	0	0	Proteobacteria	0.000351471
BACasv434	0	0	0.001026109	0.001386613	0	0	0	0.000634152	Proteobacteria	0.000380859
BACasv435	0.000443284	0	0	0.00029413	0	0	0.000780539	0.001902456	Chloroflexi	0.000427551
BACasv436	0.000738807	0.0004158	0.001140121	0.000462204	0	0	0.00266684	0.001902456	Actinobacteria	0.000915779
BACasv437	0.000738807	0.0004536	0.00057006	0.001134501	0	0	0.001756212	0.00328606	Actinobacteria	0.000992405
BACasv440	0	0	0	0	0.000423639	0.000322141	0	0	Chloroflexi	9.32E-05
BACasv441	0	0	0.000627066	0	0	0	0	0	Acidobacteria	7.84E-05
BACasv442	0	0	0	0	0.000529549	9.91E-05	0	0	Chloroflexi	7.86E-05
BACasv443	0.001576122	0.000718201	0	0.001092483	0	0	0	0.000518852	Proteobacteria	0.000488207
BACasv444	0.002314929	0	0.001881199	0.001806799	0	0	0.000780539	0	Chloroflexi	0.000847933
BACasv445	0.00103433	0.0004914	0.001824193	0.000798353	0	0	0	0	Bacteroidetes	0.000518535
BACasv446	0	0	0.001824193	0.001302576	0	0	0	0.000576502	Bacteroidetes	0.000462909
BACasv447	0	0	0	0	0	0	0.001040718	0.000922403	Actinobacteria	0.00024539
BACasv448	0	0.000642601	0	0	0	0	0	0.001844806	Chloroflexi	0.000310926
BACasv449	0	0	0	0	0	0.0001239	0	0	Chloroflexi	1.55E-05
BACasv450	0	0	0	0	0.00021182	0.000322141	0	0	Firmicutes	6.67E-05
BACasv451	0	0	0	0	0.000953188	0	0	0	Cyanobacteria	0.000119149
BACasv452	0.002413436	0.001890002	0	0.000756334	0	0	0	0	Proteobacteria	0.000632472
BACasv453	0.001526868	0.002494802	0.001311139	0.001218539	0	0	0	0	Proteobacteria	0.000818919
BACasv455	0	0.001171801	0	0	0.000317729	0.000223021	0	0	Verrucomicrobia	0.000214069
BACasv456	0	0.002116802	0	0.000966427	0	0	0	0	Acidobacteria	0.000385404
BACasv457	0.000591046	0.001512002	0.003078326	0.003067356	0	0	0	0	Proteobacteria	0.001031091
BACasv458	0.001920898	0.001587602	0.003192338	0.004243876	0	0	0	0	Acidobacteria	0.001368089
BACasv461	0	0.0001512	0	0	0	0	0	0	Patescibacteria	0.0000189
BACasv462	0	0	0.000171018	0	0	0	0	0	Planctomycetes	2.14E-05
BACasv463	0.001477614	0.000793801	0	0	0	0	0.001430987	0	Cyanobacteria	0.0004628
BACasv464	0.000935822	0.000907201	0.001083115	0.001260557	0	0	0	0	Acidobacteria	0.000523337
BACasv465	0.002265675	0.001360801	0	0.002100929	0	0	0	0	Bacteroidetes	0.000715926
BACasv467	0	0	0	0	0	0	0	0.001268304	Acidobacteria	0.000158538
BACasv468	0.00142836	0.001247401	0.001197127	0.002184966	0	0	0	0	Proteobacteria	0.000757232
BACasv469	0	0	0	0	0	0	0	0.001671855	Actinobacteria	0.000208982
BACasv471	0.001379107	0	0	0	0	0	0	0	Proteobacteria	0.000172388
BACasv472	0.003053736	0.002608203	0.004218447	0.00264717	0	0.000173461	0.001300898	0.001960106	Gemmatimonadetes	0.001995253
BACasv473	0	0	0	0.00117652	0	0	0	0	Actinobacteria	0.000147065
BACasv474	0	0.001134001	0	0.001386613	0	0	0	0	Proteobacteria	0.000315077
BACasv475	0.001231345	0.001247401	0	0.00117652	0	0	0	0	Entotheonellaeota	0.000456908
BACasv476	0	0	0	0	0	0	0.001821257	0	Proteobacteria	0.000227657
BACasv478	0.001083584	0.0004536	0	0.000504223	0	0	0	0.001614205	Gemmatimonadetes	0.000456952
BACasv479	0.000640299	0.000378	0.000741079	0.000840371	0	0	0	0.001614205	Actinobacteria	0.000526744
BACasv480	0	0	0	0	0	0	0	0.001614205	Proteobacteria	0.000201776
BACasv481	0	0	0	0	0	0	0.000780539	0.001614205	Proteobacteria	0.000299343
BACasv485	0.00246269	0.001096201	0.00216623	0.000378167	0	0	0	0	Bacteroidetes	0.000762911
BACasv486	0	0	0.001539163	0	0	0	0	0	Proteobacteria	0.000192395
BACasv487	0	0.000680401	0.001539163	0	0	0	0	0	Proteobacteria	0.000277446
BACasv488	0.000985076	0	0.001539163	0	0	0	0	0	Acidobacteria	0.00031553
BACasv489	0.001379107	0.0004536	0.001539163	0.001974873	0.000158865	0	0.000455314	0.000461201	Proteobacteria	0.000802765
BACasv491	0.000541792	0.0003402	0	0.000126056	0	0	0.000390269	0.001210654	Acidobacteria	0.000326121
BACasv492	0	0	0	0	0.000582504	0	0	0	Acidobacteria	0.000072813
BACasv493	0	0	0	0	0	0.000619502	0	0	Planctomycetes	7.74E-05
BACasv497	0.001280599	0.000718201	0	0	0	0	0	0	Actinobacteria	0.00024985
BACasv498	0.004038812	0.001625402	0	0	0	0	0	0	Bacteroidetes	0.000708027
BACasv499	0.000640299	0.000982801	0.001425151	0.001890836	0	0	0	0	Acidobacteria	0.000617386
BACasv500	0.001132838	0.000982801	0	0	0	0	0	0	Actinobacteria	0.000264455
BACasv501	0	0.000982801	0.001425151	0	0	0	0	0	Proteobacteria	0.000300994
BACasv502	0	0	0.001482157	0	0	0	0	0	Bacteroidetes	0.00018527
BACasv503	0	0	0.001482157	0.000504223	0	0	0	0	Actinobacteria	0.000248298
BACasv504	0	0	0	0.001092483	0	0	0	0	Proteobacteria	0.00013656
BACasv506	0	0.001285201	0	0	0	0	0.001691167	0	Actinobacteria	0.000372046
BACasv508	0.001231345	0.000529201	0.000684073	0.000546241	0	0	0	0	Chloroflexi	0.000373858
BACasv509	0.001083584	0	0.001425151	0.001050464	0	0	0	0	Proteobacteria	0.0004449
BACasv510	0.001822391	0.000945001	0.000456048	0.001050464	0	0	0	0	Chloroflexi	0.000534238
BACasv511	0	0	0	0	0	0.000619502	0	0	Gemmatimonadetes	7.74E-05
BACasv512	0	0	0	0	0	0.001239004	0	0	Firmicutes	0.000154876
BACasv513	0	0	0.001824193	0.001008446	0	0	0	0.001441254	Proteobacteria	0.000534237
BACasv514	0	0	0	0	0.000688413	0.000247801	0	0	Actinobacteria	0.000117027
BACasv515	0.001182091	0	0	0.00029413	0	0	0	0	Proteobacteria	0.000184528
BACasv516	0.001182091	0	0	0	0	0	0	0	Actinobacteria	0.000147761
BACasv517	0.001182091	0	0	0	0	0	0	0	Verrucomicrobia	0.000147761
BACasv518	0.00103433	0.000680401	0.001368145	0.000966427	0	0	0	0	Proteobacteria	0.000506163
BACasv519	0	0	0	0.001008446	0	0	0	0	Actinobacteria	0.000126056
BACasv520	0	0	0	0.001008446	0	0	0	0	Actinobacteria	0.000126056
BACasv521	0	0.000793801	0.001026109	0.001932854	0	0	0	0	Verrucomicrobia	0.000469096
BACasv522	0	0	0	0	0.000635459	0.000297361	0	0	Firmicutes	0.000116603
BACasv523	0	0	0	0	0	0	0.001561077	0	Proteobacteria	0.000195135
BACasv524	0	0	0	0	0	0	0.001561077	0	Proteobacteria	0.000195135
BACasv526	0.000935822	0.000642601	0.001083115	0	0	0	0	0.001902456	Actinobacteria	0.000570499
BACasv527	0.000985076	0	0.001083115	0.000798353	0	0	0	0.001383604	Patescibacteria	0.000531269
BACasv528	0.00142836	0.001323001	0.00028503	0.000462204	0	0	0.000650449	0.002767209	Gemmatimonadetes	0.000864532
BACasv530	0	0.0002268	0.000513054	0.000630279	0	0	0	0	Actinobacteria	0.000171267
BACasv534	0.001132838	0.000831601	0.000969103	0.000924409	0	0	0	0	Proteobacteria	0.000482244
BACasv535	0.001132838	0.000793801	0.000627066	0.000630279	0	0	0	0.000807103	Acidobacteria	0.000498886
BACasv536	0.00206866	0.000869401	0.000684073	0	0	0	0	0	Proteobacteria	0.000452767
BACasv537	0	0.000869401	0.00057006	0	0	0	0.000910628	0.001325954	Actinobacteria	0.000459505
BACasv538	0	0	0.001083115	0.000966427	0	0	0	0	Proteobacteria	0.000256193
BACasv539	0	0.000604801	0.000855091	0.001806799	0	0	0	0	Acidobacteria	0.000408336
BACasv540	0	0	0	0	0	0.000569942	0	0	Actinobacteria	7.12E-05
BACasv541	0	0	0	0	0	0.000569942	0	0	Firmicutes	7.12E-05
BACasv544	0	0	0	0	0	0	0	0.001325954	Actinobacteria	0.000165744
BACasv545	0.000591046	0	0.001026109	0.000630279	0	0	0	0.002190707	Proteobacteria	0.000554768
BACasv548	0	0	0	0	0	0.000173461	0	0	Acidobacteria	2.17E-05
BACasv549	0	0	0	0	0	0.000173461	0	0	Bacteroidetes	2.17E-05
BACasv550	0	0.000831601	0	0.000504223	0	0	0.000780539	0.001383604	Actinobacteria	0.000437496
BACasv551	0.00103433	0.0004158	0.001254133	0.000462204	0	0	0	0	Verrucomicrobia	0.000395808
BACasv552	0.00039403	0.000529201	0	0.000924409	0	0	0	0	Acidobacteria	0.000230955
BACasv553	0	0.0003402	0.001140121	0.000924409	0	0	0	0	Actinobacteria	0.000300591
BACasv554	0	0	0	0.000924409	0	0	0	0	Actinobacteria	0.000115551
BACasv555	0	0.000604801	0.000912097	0.000924409	0	0	0	0	Acidobacteria	0.000305163
BACasv556	0	0	0	0	0	0.000545162	0	0	Bacteroidetes	6.81E-05
BACasv557	0	0.000604801	0.000513054	0.000630279	0	0	0.001430987	0.001095353	Actinobacteria	0.000534309
BACasv558	0	0	0	0.000210093	0	0	0.001170808	0.001268304	Acidobacteria	0.000331151
BACasv559	0	0	0	0	0	0	0	0.001268304	Actinobacteria	0.000158538
BACasv561	0	0	0	0	0	0	0.000520359	0	Firmicutes	6.50E-05
BACasv562	0	0	0	0	0.000476594	0.000569942	0	0	FCPU426	0.000130817
BACasv563	0.00103433	0.000604801	0	0	0	0	0	0	Proteobacteria	0.000204891
BACasv564	0.00103433	0	0	0	0	0	0	0	Acidobacteria	0.000129291
BACasv565	0.00103433	0	0	0.000756334	0	0	0	0.000807103	Actinobacteria	0.000324721
BACasv566	0.003250751	0.002343602	0.002052218	0.002311021	0	0	0	0	Gemmatimonadetes	0.001244699
BACasv567	0	0.000793801	0	0.000672297	0	0	0	0	Verrucomicrobia	0.000183262
BACasv568	0	0	0	0.00088239	0	0	0	0	Actinobacteria	0.000110299
BACasv569	0	0	0	0	0	0.000520382	0	0	Proteobacteria	6.50E-05
BACasv570	0	0	0	0	0	0	0.001365943	0	Cyanobacteria	0.000170743
BACasv571	0	0.000642601	0	0	0	0	0.001365943	0.000922403	Chloroflexi	0.000366368
BACasv572	0	0	0	0	0	0	0	0.001210654	Actinobacteria	0.000151332
BACasv573	0	0	0	0	0	0	0	0.001210654	Proteobacteria	0.000151332
BACasv574	0.000344777	0	0	0	0	0	0	0.001210654	Actinobacteria	0.000194429
BACasv579	0	0	0	0	0.000370684	0	0	0	Chloroflexi	4.63E-05
BACasv580	0	0	0	0	0.000317729	0.000198241	0.000650449	0	Chloroflexi	0.000145802
BACasv581	0	0	0	0	0.000741368	0.000322141	0	0	Firmicutes	0.000132939
BACasv582	0.000985076	0	0	0	0	0	0	0	Proteobacteria	0.000123135
BACasv583	0.000985076	0	0	0	0	0	0	0	Proteobacteria	0.000123135
BACasv584	0.000985076	0.000718201	0	0	0	0	0.000390269	0.000634152	Chloroflexi	0.000340962
BACasv585	0.000985076	0.000378	0.000228024	0	0	0	0	0.000461201	Proteobacteria	0.000256538
BACasv586	0.000985076	0	0	0.000504223	0	0	0	0.000230601	Acidobacteria	0.000214988
BACasv588	0	0.000756001	0	0.000336149	0	0	0	0	Bacteroidetes	0.000136519
BACasv589	0	0.000756001	0	0	0	0	0	0	Gemmatimonadetes	9.45E-05
BACasv590	0.000788061	0.000756001	0.00057006	0.000546241	0	0	0	0	Gemmatimonadetes	0.000332545
BACasv591	0.000541792	0.000756001	0	0	0	0	0	0	Gemmatimonadetes	0.000162224
BACasv592	0	0.000189	0.001425151	0.000798353	0	0	0	0	Planctomycetes	0.000301563
BACasv593	0	0	0.001140121	0.000756334	0	0	0	0	Bacteroidetes	0.000237057
BACasv594	0.000689553	0.000718201	0.00057006	0.000840371	0	0	0	0.000634152	Chloroflexi	0.000431542
BACasv595	0.000640299	0.0004536	0.000912097	0.001638724	0	0	0.002081436	0.000691802	Rokubacteria	0.000802245
BACasv596	0	0	0	0	0	0.000495602	0	0	Firmicutes	6.20E-05
BACasv597	0	0	0	0	0.000529549	0.000495602	0	0	Chloroflexi	0.000128144
BACasv598	0	0	0	0	0	0	0.001300898	0	Actinobacteria	0.000162612
BACasv599	0	0	0	0	0	0	0.001300898	0	Chloroflexi	0.000162612
BACasv600	0.000640299	0	0	0	0	0	0.001300898	0	Chloroflexi	0.00024265
BACasv601	0	0	0	0	0	0	0.001300898	0	Cyanobacteria	0.000162612
BACasv602	0.000591046	0	0	0	0	0	0	0.001153004	Gemmatimonadetes	0.000218006
BACasv603	0.000788061	0.0004914	0.001026109	0	0	0	0	0.001153004	Proteobacteria	0.000432322
BACasv604	0	0	0	0	0	0	0	0.001153004	Firmicutes	0.000144126
BACasv605	0	0	0.000912097	0.000504223	0	0	0	0.001153004	Acidobacteria	0.000321166
BACasv607	0	0	0.000627066	0.000378167	0	0	0	0	Proteobacteria	0.000125654
BACasv610	0	0	0	0	0	0.000223021	0	0	Actinobacteria	2.79E-05
BACasv613	0.000886568	0.000718201	0	0	0	0	0	0	Actinobacteria	0.000200596
BACasv614	0.002758213	0.001701002	0.001254133	0.000672297	0	0.000272581	0	0.000749452	Gemmatimonadetes	0.00092596
BACasv615	0	0	0.001083115	0	0	0	0	0	Chloroflexi	0.000135389
BACasv616	0.000689553	0.000604801	0.001083115	0.000672297	0	0	0.001040718	0.000864753	Actinobacteria	0.000619405
BACasv617	0	0.000680401	0.000912097	0.000798353	0	0	0	0	Acidobacteria	0.000298856
BACasv618	0.000591046	0.000945001	0.000855091	0.000798353	0	0	0	0	Chloroflexi	0.000398686
BACasv619	0	0.0004158	0.001083115	0.00117652	0	0	0	0.000461201	Acidobacteria	0.00039208
BACasv620	0	0	0	0	0.001006143	0	0	0	Dependentiae	0.000125768
BACasv622	0	0	0	0	0	0.000470821	0	0	Proteobacteria	5.89E-05
BACasv623	0	0	0	0	0	0	0.001235853	0	Cyanobacteria	0.000154482
BACasv624	0.000985076	0.0004914	0	0	0	0	0.001235853	0.000576502	Gemmatimonadetes	0.000411104
BACasv625	0.000443284	0	0	0	0	0	0.001235853	0.000691802	Actinobacteria	0.000296367
BACasv626	0.000591046	0.000378	0	0	0	0	0.001105763	0.000576502	Actinobacteria	0.000331414
BACasv627	0	0	0	0.00029413	0	0	0.001105763	0.001095353	Proteobacteria	0.000311906
BACasv628	0	0	0.000456048	0	0	0	0	0.001095353	Chloroflexi	0.000193925
BACasv629	0	0	0	0	0	0	0	0.001095353	Actinobacteria	0.000136919
BACasv630	0	0.0001512	0	0	0	0	0	0.001095353	Chloroflexi	0.000155819
BACasv631	0	0	0	0	0	0	0.000975673	0.001095353	Actinobacteria	0.000258878
BACasv632	0	0	0.000399042	0	0	0	0	0.001095353	Proteobacteria	0.000186799
BACasv638	0.000886568	0	0	0	0	0	0	0.000749452	Proteobacteria	0.000204503
BACasv639	0.000886568	0.000529201	0.001140121	0.000714316	0	0	0	0	Bacteroidetes	0.000408776
BACasv640	0.000886568	0.0004914	0	0.000504223	0	0	0	0	Proteobacteria	0.000235274
BACasv641	0.000886568	0.000680401	0.001026109	0	0	0	0	0	Actinobacteria	0.000324135
BACasv642	0.000935822	0.000680401	0	0	0	0	0	0	Bacteroidetes	0.000202028
BACasv643	0	0.000680401	0	0	0	0	0	0.000691802	Chloroflexi	0.000171525
BACasv644	0	0	0	0	0.000953188	0	0	0	Actinobacteria	0.000119149
BACasv645	0	0	0	0	0	0.000446041	0	0	Euryarchaeota	5.58E-05
BACasv646	0	0	0	0	0	0.000446041	0	0	Acidobacteria	5.58E-05
BACasv647	0	0	0	0	0	0.000446041	0	0	Gemmatimonadetes	5.58E-05
BACasv648	0	0.000567001	0	0	0	0	0.001170808	0	Actinobacteria	0.000217226
BACasv651	0.001132838	0.000907201	0.000399042	0.000378167	0	0	0	0	Proteobacteria	0.000352156
