	FUNasv2	FUNasv5	FUNasv6	FUNasv7	FUNasv9	FUNasv10	FUNasv11	FUNasv12	FUNasv14	FUNasv16	FUNasv17	FUNasv24	FUNasv29	FUNasv30	FUNasv32	FUNasv34	FUNasv36	FUNasv38	FUNasv40	FUNasv41	FUNasv43	FUNasv44	FUNasv45	FUNasv49	FUNasv51	FUNasv52	FUNasv53	FUNasv54	FUNasv58	FUNasv62	FUNasv63	FUNasv66	FUNasv67	FUNasv68	FUNasv75	FUNasv76	FUNasv85	FUNasv86	FUNasv87	FUNasv88	FUNasv89	FUNasv91	FUNasv98	FUNasv101	FUNasv102	FUNasv103	FUNasv132	FUNasv138	FUNasv139	FUNasv143	FUNasv146	FUNasv156	FUNasv158	FUNasv163	FUNasv166	FUNasv174	FUNasv176	FUNasv182	FUNasv186	FUNasv203	FUNasv207	FUNasv209	FUNasv210	FUNasv211	FUNasv214	FUNasv220	FUNasv224	FUNasv229	FUNasv230	FUNasv254	FUNasv257	FUNasv277	FUNasv291	FUNasv296	FUNasv301	FUNasv317	FUNasv325	FUNasv330	FUNasv340	FUNasv359	FUNasv361	FUNasv364	FUNasv370	FUNasv406	FUNasv419	FUNasv427	FUNasv469	FUNasv485	FUNasv515	FUNasv516	FUNasv544
FUNasv230	0.95150257112482	0.853912563829967	0.780720058358827	0	0	0	-0.822225161903642	0.853912563829967	0.902707567477393	0	0	-0.87831006565368	0	0.902707567477393	0.853912563829967	0.902707567477393	0.7319250547114	0.756322556535113	0.707527552887687	0	0	-0.975900072948533	0.90812928329656	0.975	-0.80511756018254	-0.927105069301107	0	0	0	0.80511756018254	0.780720058358827	0	0	0.756322556535113	-0.707527552887687	0	0.780720058358827	0	0.80511756018254	0.90812928329656	-0.927105069301107	-0.902707567477393	0	0.780720058358827	0.756322556535113	-0.780720058358827	-0.756322556535113	0	0	-0.85779415410156	0.785409109878106	0	0	0	0	0	0	-0.87831006565368	-0.75	0	-0.822225161903642	0	0	0	0	0.707527552887687	-0.829515062006253	0	0	0.707527552887687	0	0	0	-0.753819105119553	-0.909781678592564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv254	0.738095238095238	0	0	0	0	0	0	0.761904761904762	0	0	0	0	-0.833333333333333	0.761904761904762	0	0.785714285714286	0.857142857142857	0.857142857142857	0	0	0	-0.738095238095238	0	0.7319250547114	-0.785714285714286	-0.714285714285714	0	0	0	0	0.857142857142857	-0.87831006565368	0	0.976190476190476	-0.738095238095238	0	0	0.857142857142857	0	0	0	0	0.714285714285714	0	0.880952380952381	-0.833333333333333	-0.880952380952381	0	0.80952380952381	-0.786386748619354	0.862290908577547	-0.857142857142857	-0.756322556535113	0	0	0	0	0	-0.707527552887687	0	-0.766480807624486	0	0	0	-0.829515062006253	0	-0.714285714285714	-0.707527552887687	0.707527552887687	0	0	-0.80952380952381	0	-0.811754063090946	-0.811754063090946	-0.786386748619354	-0.761019434147762	0	0	0	0	0	0	0	-0.736485379546474	0	0	-0.736485379546474	-0.736485379546474	0	0
FUNasv257	0	0	0	0	0	-0.738095238095238	0.742528282386221	-0.761904761904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.718575757147955	0	0	0	0	0	0	-0.857142857142857	0	0	0.95150257112482	0	0	0	-0.904761904761905	0	0	0	0	0	0	-0.904761904761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0.761904761904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv277	0	0	-0.761904761904762	0	0	0	0.790433332862751	0	0	0	0	0.714285714285714	0.880952380952381	-0.80952380952381	0	0	-0.714285714285714	0	-0.714285714285714	0	0	0	0	0	0.880952380952381	0	0	0	0	-0.738095238095238	0	0.707527552887687	0	-0.738095238095238	0	0	0	-0.714285714285714	-0.785714285714286	-0.778457070243618	0	0.761904761904762	-0.880952380952381	0	-0.738095238095238	0.904761904761905	0	0	0	0.86248869203413	0	0.904761904761905	0	0.790433332862751	0	0	0	0.785714285714286	0.95150257112482	0.910195959054077	0	0	0	0	0.95150257112482	-0.761904761904762	0.785714285714286	0.829515062006253	0	-0.80952380952381	0	0	0.84559432466447	0.938590635448906	0	0.735652119676169	0.786386748619354	0	0	0	0	0.84559432466447	0.7319250547114	0	0.763762615825973	0	0	0.763762615825973	0.763762615825973	0	0.84559432466447
FUNasv291	0	0	0	0	0	0	0.768349819927832	-0.791039852105472	0	0	-0.791039852105472	0	0	-0.84559432466447	0	0	-0.763762615825973	0	0	0	0	0	0	0	0.84559432466447	0	-0.791039852105472	0	-0.763762615825973	-0.87287156094397	0	0	0.810574641843674	0	0	0	-0.84559432466447	0	0	-0.823231949922678	0	0	-0.791039852105472	-0.87287156094397	-0.791039852105472	0.84559432466447	0	0	0	0.900919200264599	0	0	0	0	0.795790884925255	0	0	0.791039852105472	0.894427190999916	0.878114079917523	0	0	0	0	0.810574641843674	0	0.791039852105472	0.810574641843674	0	0	0	0.84559432466447	0	0.900919200264599	0	0.813733471206735	0.84279538089269	0	0	0	0	1	0	0	0.90625	0	0	0.90625	0.90625	0	1
FUNasv296	0	-0.786386748619354	-0.761019434147762	0	0	0	0.918708195043021	-0.837121377562538	-0.761019434147762	0	-0.722968462440373	0.811754063090946	0.837121377562538	-0.86248869203413	-0.786386748619354	-0.710284805204577	-0.79907040585515	0	-0.761019434147762	0	0	0.761019434147762	-0.791109834620379	-0.753819105119553	0.938590635448906	0.761019434147762	0	0	0	-0.913223320977314	-0.735652119676169	0	0.779812867365055	-0.735652119676169	0	0	-0.79907040585515	-0.710284805204577	-0.811754063090946	-0.8549090148317	0	0.761019434147762	-0.887856006505722	-0.849805034798334	-0.837121377562538	0.86248869203413	0.710284805204577	0	0	0.918918918918919	0	0.837121377562538	0.753819105119553	0.816629506704908	0	0	0	0.887856006505722	0.935775440838066	0.8549090148317	0.765590162535851	0	0	0	0.935775440838066	-0.811754063090946	0.887856006505722	0.909781678592564	-0.753819105119553	-0.811754063090946	0	0.938590635448906	0.900919200264599	0	0.72972972972973	0.75	0.804054054054054	0	0	0	0	0.900919200264599	0	0	0.813733471206735	0	0	0.813733471206735	0.813733471206735	0	0.900919200264599
FUNasv301	-0.938590635448906	-0.837121377562538	-0.86248869203413	0	0	0	0.714550818366794	-0.786386748619354	-0.86248869203413	0	0	0.811754063090946	0.786386748619354	-0.761019434147762	-0.837121377562538	-0.913223320977314	0	-0.938590635448906	-0.86248869203413	0	0	0.86248869203413	-0.842149178789436	-0.909781678592564	0	0.86248869203413	0	0	0	-0.710284805204577	-0.887856006505722	0	0	-0.887856006505722	0.735652119676169	0	0	-0.913223320977314	-0.811754063090946	-0.778349998578115	0.849805034798334	0.86248869203413	-0.735652119676169	0	-0.786386748619354	0.761019434147762	0.913223320977314	0	0	0.810810810810811	-0.816629506704908	0.786386748619354	0	0.816629506704908	0	0	0	0.735652119676169	0.727825342874051	0	0.867668850873964	0	0	0	0.727825342874051	-0.811754063090946	0.735652119676169	0.753819105119553	-0.909781678592564	-0.811754063090946	0	0	0	0.72972972972973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv317	0	0	0	0	0	0	0	-0.722968462440373	0	0	-0.913223320977314	0	0	-0.79907040585515	0	0	-0.938590635448906	0	0	0	0	0	0	0	0.79907040585515	0	-0.849805034798334	0	-0.875172349269926	0	0	0.935775440838066	0	0	0	0	0	0	0	0	0	0	0	-0.710284805204577	-0.786386748619354	0.79907040585515	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.740822223996802	0	0	0	0	-0.786386748619354	0	0.735652119676169	0.813733471206735	0.75	0	0	0.972972972972973	0	0	0	0	0.813733471206735	0	0	0.900919200264599	0	0	0.900919200264599	0.900919200264599	0	0.813733471206735
FUNasv325	0	0	0	0	0	0	0	0	0	0	-0.938590635448906	0	0	-0.773703091383558	0	0	-0.913223320977314	0	0	0	0	0	0	0	0.849805034798334	0	-0.79907040585515	0	-0.849805034798334	0	0	0.909781678592564	0	0	0	0	0	0	0	0	0	0	0	-0.735652119676169	-0.735652119676169	0.773703091383558	0	0	0	0.722972972972973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.766815986242304	0	0	0	0	-0.761019434147762	0	0.786386748619354	0.84279538089269	0.804054054054054	0	0.972972972972973	0	0	0	0	0	0.84279538089269	0	0	0.84279538089269	0	0	0.84279538089269	0.84279538089269	0	0.84279538089269
FUNasv330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.97007727214974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.850314645958414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.783132530120482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv340	0	-0.735652119676169	0	0	0	0	0.740070490451322	0	-0.786386748619354	0	0	0.875172349269926	0	0	-0.735652119676169	0	0	0	0	0	0	0	-0.803869670662643	0	0	0.786386748619354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.722968462440373	0	0	0	0	0	0	0	0	0	0	0.720930736387926	0	0	0	0.786386748619354	0	0	0	0	0	0	0	0	0.849805034798334	0.740822223996802	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.766815986242304	0	0	0	0	0	0	0
FUNasv359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.959183673469388	0	0	0	0	0	1	0.959183673469388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv361	0	-0.735652119676169	0	0	0	0	0.740070490451322	0	-0.786386748619354	0	0	0.875172349269926	0	0	-0.735652119676169	0	0	0	0	0	0	0	-0.803869670662643	0	0	0.786386748619354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.722968462440373	0	0	0	0	0	0	0	0	0	0	0.720930736387926	0	0	0	0.786386748619354	0	0	0	0	0	0	0	0	0.849805034798334	0.740822223996802	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.766815986242304	0	0	0	0	0	0	0
FUNasv364	0	0	0	0	0	0	0.768349819927832	-0.791039852105472	0	0	-0.791039852105472	0	0	-0.84559432466447	0	0	-0.763762615825973	0	0	0	0	0	0	0	0.84559432466447	0	-0.791039852105472	0	-0.763762615825973	-0.87287156094397	0	0	0.810574641843674	0	0	0	-0.84559432466447	0	0	-0.823231949922678	0	0	-0.791039852105472	-0.87287156094397	-0.791039852105472	0.84559432466447	0	0	0	0.900919200264599	0	0	0	0	0.795790884925255	0	0	0.791039852105472	0.894427190999916	0.878114079917523	0	0	0	0	0.810574641843674	0	0.791039852105472	0.810574641843674	0	0	0	0.84559432466447	1	0.900919200264599	0	0.813733471206735	0.84279538089269	0	0	0	0	0	0	0	0.90625	0	0	0.90625	0.90625	0	1
FUNasv370	0	0	0	0	0	0	0	0	0	0	-0.707527552887687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93267331798025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7319250547114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv406	0	0	0	0	0	0	0.711777005827033	0	-0.7319250547114	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.748593057852569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.829515062006253	0	0	0.7319250547114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.780720058358827	0	0	0	0	0	0	0	-0.707527552887687	0	0	0	0	0	0	0	0	0	0	0	0	0.766815986242304	0	0.766815986242304	0	0	0	0	0.975	0	0	0	0	0
FUNasv419	0	0	0	0	0	0	0	-0.87287156094397	0	0	-0.791039852105472	0	0	-0.84559432466447	0	0	-0.84559432466447	0	0	0	0	0.791039852105472	0	0	0.763762615825973	0	-0.87287156094397	0	-0.84559432466447	-0.791039852105472	0	0.754672942406179	0	0	0	0	-0.84559432466447	0	0	-0.864393547418811	0	0	0	-0.791039852105472	-0.87287156094397	0.84559432466447	0	0	0	0.900919200264599	0	0	0	0	0	0	0	0	0.810574641843674	0.795790884925255	0.795790884925255	0	0	0	0.810574641843674	0	0	0	0	-0.736485379546474	0	0.763762615825973	0.90625	0.813733471206735	0	0.900919200264599	0.84279538089269	0	0	0	0	0.90625	0	0	0	0	0	1	1	0	0.90625
FUNasv427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.756322556535113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707527552887687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.975	0	0	0	0	0	0	0
FUNasv469	0	-0.732588631506546	0	0	0	0	0	0	0	0	0	0	0.763762615825973	0	-0.732588631506546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.763762615825973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.959183673469388	0
FUNasv485	0	0	0	0	0	0	0	-0.87287156094397	0	0	-0.791039852105472	0	0	-0.84559432466447	0	0	-0.84559432466447	0	0	0	0	0.791039852105472	0	0	0.763762615825973	0	-0.87287156094397	0	-0.84559432466447	-0.791039852105472	0	0.754672942406179	0	0	0	0	-0.84559432466447	0	0	-0.864393547418811	0	0	0	-0.791039852105472	-0.87287156094397	0.84559432466447	0	0	0	0.900919200264599	0	0	0	0	0	0	0	0	0.810574641843674	0.795790884925255	0.795790884925255	0	0	0	0.810574641843674	0	0	0	0	-0.736485379546474	0	0.763762615825973	0.90625	0.813733471206735	0	0.900919200264599	0.84279538089269	0	0	0	0	0.90625	0	0	1	0	0	0	1	0	0.90625
FUNasv515	0	0	0	0	0	0	0	-0.87287156094397	0	0	-0.791039852105472	0	0	-0.84559432466447	0	0	-0.84559432466447	0	0	0	0	0.791039852105472	0	0	0.763762615825973	0	-0.87287156094397	0	-0.84559432466447	-0.791039852105472	0	0.754672942406179	0	0	0	0	-0.84559432466447	0	0	-0.864393547418811	0	0	0	-0.791039852105472	-0.87287156094397	0.84559432466447	0	0	0	0.900919200264599	0	0	0	0	0	0	0	0	0.810574641843674	0.795790884925255	0.795790884925255	0	0	0	0.810574641843674	0	0	0	0	-0.736485379546474	0	0.763762615825973	0.90625	0.813733471206735	0	0.900919200264599	0.84279538089269	0	0	0	0	0.90625	0	0	1	0	0	1	0	0	0.90625
FUNasv516	0	-0.763762615825973	0	0	0	0	0	0	0	0	0	0	0.732588631506546	0	-0.763762615825973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.732588631506546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.959183673469388	0	0	0	0
FUNasv544	0	0	0	0	0	0	0.768349819927832	-0.791039852105472	0	0	-0.791039852105472	0	0	-0.84559432466447	0	0	-0.763762615825973	0	0	0	0	0	0	0	0.84559432466447	0	-0.791039852105472	0	-0.763762615825973	-0.87287156094397	0	0	0.810574641843674	0	0	0	-0.84559432466447	0	0	-0.823231949922678	0	0	-0.791039852105472	-0.87287156094397	-0.791039852105472	0.84559432466447	0	0	0	0.900919200264599	0	0	0	0	0.795790884925255	0	0	0.791039852105472	0.894427190999916	0.878114079917523	0	0	0	0	0.810574641843674	0	0.791039852105472	0.810574641843674	0	0	0	0.84559432466447	1	0.900919200264599	0	0.813733471206735	0.84279538089269	0	0	0	0	1	0	0	0.90625	0	0	0.90625	0.90625	0	0
